MCT_NM,OP_YMD,ADDR,pk
고근산,20230828,제주 서귀포시 서호동 1525-2번지 1층,365
고금장뇌삼계탕,20210805,제주 서귀포시 표선면 하천리 1101-2번지,366
고기강요,20230925,제주 서귀포시 서귀동 827-2번지 1층,367
고기굽는해녀,20220524,제주 제주시 구좌읍 한동리 1007-2번지 지1층,368
고기나라야채나라,20200401,제주 제주시 삼도이동 1240-13번지 1층,369
고기다,20190524,제주 제주시 외도일동 482-2번지 1층,370
고기다,20190607,제주 서귀포시 성산읍 고성리 350-1번지,371
고기다,20230927,제주 제주시 외도일동 482-2번지 1층,372
고기대박집우방,20160412,제주 제주시 노형동 710번지 뉴월드복합빌딩 2층,373
고기덕후,20200715,제주 서귀포시 대정읍 상모리 3319번지,374
고기랑밥이랑,20011113,제주 서귀포시 안덕면 사계리 1841-6번지,375
고기서고기,20230627,제주 제주시 일도이동 1025-6번지 1층,376
고기어때?,20200624,제주 서귀포시 남원읍 남원리 185-5번지 1층,377
고기에오르다,20210407,제주 서귀포시 성산읍 성산리 298-2번지 2층,378
고기에오르다,20221031,제주 제주시 노형동 3792-5번지 1층,379
고기역,20211207,제주 제주시 연동 1484번지 1층,380
고기왕,20120424,제주 제주시 애월읍 하귀1리 530-9번지 3층 (왕빌딩),381
고기장,20211217,제주 제주시 용담삼동 2400-7번지 1층,382
고기중독,20110119,제주 제주시 연동 282-18번지 1층,383
고기창고,20230627,제주 제주시 외도일동 480-9번지 1층,384
고기프로,20231026,제주 서귀포시 동홍동 175-1번지,385
고깃집,20141015,제주 서귀포시 법환동 737-1번지,386
고깃집 본점,20220812,제주 서귀포시 법환동 737-1번지,387
고깃집돈누리,20101019,제주 제주시 연동 253-4번지 1층,388
고내촌한정식,20220823,제주 제주시 애월읍 고내리 367번지 1층 제5호,389
고내횟집,20180627,제주 제주시 애월읍 고내리 1113번지 애월읍,390
고니식당,20170201,제주 제주시 아라일동 6092-10번지 101호,391
고도,20210428,제주 제주시 용담삼동 1173-1번지 1호 충,392
고도,20230601,제주 제주시 용담삼동 1173-1번지 1층,393
고도500,20141231,제주 제주시 아라일동 385-11번지 1층,394
고돔,20210628,제주 제주시 이호일동 1786-1번지 지하1층,395
고등어회결사,20220701,제주 제주시 애월읍 하귀2리 2615-1번지 애월읍,396
고등어회전문점 우성이네,20211130,제주 서귀포시 강정동 172-10번지 지1층,397
고땡,20181203,제주 서귀포시 서귀동 416-2번지 106호,398
고랑몰라,20230727,제주 제주시 도련이동 515-1번지 2동 1층 북측상가,399
고래날다,20171204,제주 제주시 구좌읍 행원리 1480-1번지 제1동2층,400
고래냉삼,20210607,제주 제주시 외도일동 559-2번지 1층,401
고래맥주,20230404,제주 제주시 외도일동 550-9번지 1층,402
고래배꼽본점,20211105,제주 제주시 우도면 연평리 1658-1번지,403
고래성,20210216,제주 서귀포시 안덕면 사계리 2148-1번지 1층,404
고래성,20230615,제주 서귀포시 안덕면 사계리 2148-1번지 1층,405
고래성,20230927,제주 서귀포시 안덕면 사계리 2148-1번지 1층,406
고래콩물,20090217,제주 제주시 노형동 933-6번지,407
고래콩물이도점,20140630,제주 제주시 아라이동 3011-21번지 1층,408
고려다방,20150310,제주 서귀포시 서귀동 256-30번지,409
고마로 갈비탕,20190509,제주 제주시 일도이동 160-7번지 101호,410
고메이플레이스렛츠런제주점,20230622,제주 제주시 애월읍 유수암리 1206번지 한국마사회제주도경마본부 1층,411
고모네돔베,20220429,제주 제주시 조천읍 선흘리 475-4번지 1층,412
고미커피,20180104,제주 서귀포시 서홍동 355-8번지 1층,413
고미횟집,20130208,제주 서귀포시 서귀동 325-27번지,414
고바진,20201209,제주 서귀포시 안덕면 동광리 525-1번지 1층,415
고보배국밥,20120525,제주 제주시 이도이동 1076번지,416
고봉민김밥인(서귀포강정점),20190409,제주 서귀포시 강정동 208-1번지 1층 102호,417
고봉민김밥인아라점,20160422,제주 제주시 아라일동 6094-1번지 1호,418
고부루키친,20190220,제주 서귀포시 서홍동 560번지 고부루키친,419
고불락,20100422,제주 제주시 애월읍 고내리 1164-1번지,420
고불집,20191106,제주 제주시 도두이동 353-2번지 1층,421
고사리식당,20180905,제주 제주시 조천읍 선흘리 1856-8번지,422
고사리커피,20220630,제주 제주시 구좌읍 송당리 1152-2번지 1층,423
고산갈비,20150528,제주 제주시 도두일동 2625-3번지,424
고서방짬뽕,20190424,제주 제주시 아라일동 6112-17번지 1층,425
고서방해물탕,20181129,제주 서귀포시 대정읍 상모리 87-5번지 1층,426
고성장수물식당,20030415,제주 제주시 연동 310-79번지,427
고성장터국밥,20160920,제주 서귀포시 성산읍 고성리 1171-1번지,428
고수목마,20180124,제주 서귀포시 표선면 표선리 553-2번지,429
고슬,20230214,제주 제주시 연동 302-10번지 1층,430
고씨네막창,20090115,제주 제주시 도남동 86-3번지,431
고씨네붕어빵,20161020,제주 제주시 일도일동 1466-2번지 1층,432
고씨네천지국수,20190712,제주 서귀포시 서귀동 298-1번지 1층,433
고씨회관,20220913,제주 제주시 연동 273-25번지,434
고요남,20151211,제주 제주시 아라이동 3001-17번지,435
고우니제주를담다말흑돼지전복삼합전문점,20070206,제주 제주시 애월읍 하귀2리 2825번지,436
고은물식당,20040623,제주 서귀포시 안덕면 화순리 645-1번지,437
고을면,20001121,제주 제주시 이도이동 426-6번지,438
고이정,20190328,제주 제주시 애월읍 애월리 2457-1번지,439
고전떡볶이 한라대점,20161012,제주 제주시 노형동 756-5번지,440
고전떡볶이본점,20080411,제주 제주시 삼도이동 886-1번지,441
고죽면,20201217,제주 제주시 도련일동 1938-5번지 제주아빌로스 1층 107호,442
고죽면제주공항점,20190731,제주 제주시 도두일동 2623-3번지 1층,443
고죽면칼국수 제주외도점,20190731,제주 제주시 외도일동 551-3번지 1층,444
고집78,20200409,제주 제주시 애월읍 신엄리 2934-1번지 1층,445
고집돌우럭,20160610,제주 제주시 건입동 1319-124번지,446
고집돌우럭 중문점,20170504,제주 서귀포시 색달동 2351번지 2층,447
고집돌우럭 함덕점,20190807,제주 제주시 조천읍 함덕리 1020-2번지 2층,448
고집순두부연동본점,20220211,제주 제주시 연동 251-27번지 1층,449
고집순두부연동본점,20230317,제주 제주시 연동 251-27번지,450
고찌올레,20160922,제주 서귀포시 하효동 951-1번지,451
고창댁풍천장어낙지,20160212,제주 제주시 화북일동 4004-1번지,452
고촌,20181017,제주 제주시 이도이동 442번지 1층,453
고코요,20231115,제주 제주시 일도이동 382-27번지 1층,454
고평갯드르식당,20020126,제주 제주시 조천읍 와흘리 75-1번지,455
고피자 시청점,20210510,제주 제주시 이도이동 1179-3번지 1층,456
고할망네,20190409,제주 서귀포시 안덕면 사계리 2076-4번지,457
고향모밀촌,20190611,제주 제주시 삼양이동 2177-9번지 1층,458
고향산천,20190308,제주 서귀포시 서귀동 831-9번지 1층 101호,459
고향숯불막창구이,20080327,제주 제주시 노형동 1279-1번지,460
고향숯불막창삼도점,20121107,제주 제주시 삼도일동 516-6번지 1층,461
고향숯불막창삼화점,20150227,제주 제주시 화북일동 1265-1번지 1층,462
고향숯불막창외도점,20160229,제주 제주시 외도일동 549-8번지,463
고향숯불막창외도점,20231024,제주 제주시 외도일동 549-8번지,464
고향숯불막창일도점,20220901,제주 제주시 일도이동 48-9번지,465
고향역,20050727,제주 제주시 한림읍 금능리 1643-2번지,466
고향흑돼지,20131118,제주 제주시 한림읍 옹포리 385-13번지,467
곤밥2,20170809,제주 제주시 일도일동 1259-1번지,468
곤밥2,20230516,제주 제주시 일도일동 1259-1번지 1층,469
곤밥2,20230913,제주 제주시 일도일동 1259-1번지 1층,470
곤밥보리밥,20150121,제주 제주시 애월읍 애월리 1229-4번지 1층,471
곤지암할매소머리국밥,20090602,제주 서귀포시 안덕면 감산리 1498-2번지,472
곤지암할매소머리국밥노형점,20220810,제주 제주시 노형동 929-7번지 1층,473
곤지암할매소머리국밥신제주점,20210408,제주 제주시 연동 282-9번지 1층,474
골드문,20210723,제주 제주시 연동 282-11번지 2층,475
골든에스,20211227,제주 제주시 노형동 933-15번지 지하1층,476
골든와틀,20221206,제주 제주시 도련일동 1996-2번지 1층,477
골막식당,20200907,제주 제주시 이도이동 362-1번지 1층,478
골목,20150612,제주 제주시 이도일동 1347번지,479
골목깡통구이,20180716,제주 서귀포시 중문동 2081-1번지 1층,480
골목돼지,20181112,제주 제주시 노형동 910-2번지 1층,481
골목집갈비,20120201,제주 제주시 삼도일동 514-17번지,482
골목카페옥수,20180605,제주 제주시 애월읍 소길리 652-1번지 1층,483
골뱅이포차,20230411,제주 제주시 이도이동 1068번지 1층,484
곰,20160112,제주 제주시 도남동 705-5번지,485
곰돌식당,20000819,제주 제주시 연동 251-23번지,486
곰돌이숯불갈비,20210119,제주 제주시 연동 2303-3번지,487
곰막,20220429,제주 제주시 구좌읍 동복리 667-1번지,488
곰보숯불갈비,20130717,제주 제주시 노형동 2586-1번지,489
곰집,20100412,제주 제주시 이도이동 2007-2번지 1층,490
곰탕제작소,20190826,제주 서귀포시 안덕면 서광리 1904-10번지,491
곱단이네식당,20220804,제주 서귀포시 남원읍 남원리 214-7번지 1층,492
곱들락,20160222,제주 제주시 조천읍 함덕리 951-1번지 1층,493
곱들락제주공항점,20230627,제주 제주시 용담삼동 2572번지 1층,494
곱창이야기일도점,20221207,제주 제주시 일도이동 70-3번지,495
공가네구이촌,20191011,제주 서귀포시 성산읍 고성리 297-6번지 1층,496
공간,20220208,제주 제주시 연동 276-9번지 신제주오피스텔 106호,497
공간뉴제주펍,20230327,제주 제주시 노형동 928-3번지 노형동,498
공간키친,20191226,제주 제주시 이도이동 1772-25번지,499
공단해장국,20050223,제주 제주시 도남동 142-1번지 1층,500
공단해장국 아라점,20220406,제주 제주시 아라이동 943-1번지,501
공룡고기,20210803,제주 제주시 노형동 53번지 노형동,502
공룡마라탕5호점,20200622,제주 제주시 외도일동 549-2번지 1층,503
공룡마라탕앤꼬치6호점,20200825,제주 제주시 아라일동 6092-11번지 1층,504
공룡마라탕앤꼬치7호점,20211109,제주 제주시 한림읍 한림리 1365-1번지 1층,505
공룡마라탕앤양꼬치8호점,20220613,제주 서귀포시 중문동 2083-2번지 1층,506
공명식당,20120323,제주 제주시 노형동 908-7번지,507
공새미59,20140923,제주 서귀포시 남원읍 신례리 60-3번지,508
공새미솥뚜껑,20190527,제주 서귀포시 남원읍 신례리 36-1번지 1층,509
공설,20210419,제주 제주시 삼도일동 562-8번지 1층 2호 층,510
공육사,20200102,제주 제주시 연동 1320번지,511
공육사하이픈,20230807,제주 제주시 연동 272-47번지 지하1층,512
공육이육,20160726,제주 제주시 삼도일동 529-3번지 1층,513
공작흑돼지,20220302,제주 제주시 조천읍 함덕리 3215-5번지 1층,514
공주네국수,20210324,제주 제주시 봉개동 1815-1번지 1층,515
공차이마트신제주점,20220419,제주 제주시 노형동 919번지 1층,516
공천포식당,20140411,제주 서귀포시 남원읍 신례리 27-5번지,517
공푸마라탕,20150331,제주 제주시 연동 252-62번지,518
공항1등이자카야도,20231107,제주 제주시 도두일동 2614번지 블루파크시티아파트 1층 101호,519
공회당,20220615,제주 제주시 구좌읍 종달리 907번지,520
곶자왈,20131021,제주 제주시 조천읍 교래리 554-3번지,521
곶자왈밥상,20220713,제주 서귀포시 대정읍 보성리 2476-13번지 제주이노에듀타운 B110호,522
곶자왈화덕피자,20140502,제주 서귀포시 대정읍 상모리 2698-1번지,523
과수원집,20110401,제주 제주시 건입동 113번지,524
곽돈,20221006,제주 제주시 애월읍 곽지리 1570번지 1층,525
곽지가,20170419,제주 제주시 애월읍 곽지리 1667-14번지 곽지리,526
곽지곤지암해장국,20160722,제주 제주시 애월읍 곽지리 2053-21번지 1층,527
곽지과물식당,20230623,제주 제주시 애월읍 곽지리 1565번지 곽지과물식당,528
곽지국수,20180226,제주 제주시 애월읍 곽지리 1667-14번지,529
곽지식당,20101117,제주 제주시 애월읍 곽지리 1575-3번지,530
곽지해녀의집,20150430,제주 제주시 애월읍 곽지리 1565-35번지,531
관덕정들깨칼국수,20211112,제주 제주시 삼도이동 997번지 삼도이동,532
관심사,20190312,제주 제주시 이도일동 1413-1번지 지하1층,533
관촌밀면,20080516,제주 서귀포시 서귀동 309-27번지 외 1필지,534
광동도남오거리,20050105,제주 제주시 화북일동 11-3번지,535
광동식당,20091014,제주 서귀포시 표선면 세화리 1152-1번지,536
광령치킨,20160422,제주 제주시 애월읍 광령리 2221-2번지 1층,537
광령힐식당,20180525,제주 제주시 애월읍 광령리 2985-1번지 나동 1층,538
광령힐식당,20230405,제주 제주시 애월읍 광령리 2985-1번지 나동 1층,539
광림,20130805,제주 제주시 연동 261-66번지,540
광명,20120906,제주 제주시 일도일동 1103번지 1동 18호 -1호 동문공설시장,541
광명대창집신서귀포점,20220714,제주 서귀포시 강정동 207-2번지 1층,542
광부맥주,20211216,제주 제주시 이도이동 2003-1번지 1층,543
광부맥주,20230511,제주 제주시 이도이동 2003-1번지 1층,544
광성식당,20190514,제주 서귀포시 안덕면 화순리 636-17번지,545
