AREA_NM,New_ADDR,Old_ADDR
동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,제주특별자치도 제주시 조천읍 선흘리 산 12
동백포레스트,서귀포시 남원읍 신례리 1767,명제주특별자치도 서귀포시 남원읍 생기악로 53-38
동복환해장성,제주특별자치도 제주시 구좌읍 동복리,제주특별자치도 제주시 구좌읍 동복리
동산농원 딸기체험장,제주특별자치도 제주시 한경면 저지리 1448-2,제주특별자치도 제주시 한경면 저지리 1448-2
동알오름,제주특별자치도 서귀포시 대정읍 상모리 153,제주특별자치도 서귀포시 대정읍 상모리 153
동일리포구,제주특별자치도 서귀포시 대정읍 동일리,제주특별자치도 서귀포시 대정읍 동일리
돛오름,제주특별자치도 제주시 구좌읍 송당리 산 3,제주특별자치도 제주시 구좌읍 송당리 산 3
두맹이골목,제주특별자치도 제주시 동문로16길 17-4,제주특별자치도 제주시 일도이동 990-11
두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,제주특별자치도 서귀포시 성산읍 시흥리 산 1-5
둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,제주특별자치도 제주시 구좌읍 한동리 산 40
뒤굽은이오름,제주특별자치도 서귀포시 성산읍 수산리 4504,제주특별자치도 서귀포시 성산읍 수산리 4504
드라마월드,제주특별자치도 제주시 애월읍 화전길 3,제주특별자치도 제주시 애월읍 봉성리 4556
드르쿰다ATV IN 상효,제주특별자치도 서귀포시 516로 619,제주특별자치도 서귀포시 상효동 1147-1
들렁모루 산책길,제주특별자치도 서귀포시 서홍동 2437,제주특별자치도 서귀포시 서홍동 2437
등머을레져,제주특별자치도 제주시 우도면 우도해안길 70,제주특별자치도 제주시 우도면 연평리 1737-13
디스커버제주,제주특별자치도 서귀포시 대포로 26,제주특별자치도 서귀포시 대포동 760-3
디어펫,제주특별자치도 제주시 과원로 47,제주특별자치도 제주시 연동 1531-7
디퍼프리다이브,제주특별자치도 서귀포시 칠십리로 157,제주특별자치도 서귀포시 서귀동 101-4
따라비오름,제주특별자치도 서귀포시 표선면 가시리 산 62,제주특별자치도 서귀포시 표선면 가시리 산 62
라니멜레,제주특별자치도 제주시 조천읍 조천우회로 527,제주특별자치도 제주시 조천읍 함덕리 1752-2
라신동,제주특별자치도 제주시 한림읍 귀덕리,제주특별자치도 제주시 한림읍 귀덕리
라온골프클럽,제주특별자치도 제주시 한경면 용금로 998,제주특별자치도 제주시 한경면 저지리 산18
라온승마클럽,제주특별자치도 제주시 한림읍 월림7길 155,제주특별자치도 제주시 한림읍 월림리 2364
라온주 실내체험동물원,제주특별자치도 제주시 한림읍 월림7길 155,제주특별자치도 제주시 한림읍 월림리 2364
라이크더윈드 스튜디오,제주특별자치도 제주시 구좌읍 구좌로 51,제주특별자치도 제주시 구좌읍 세화리 1465-15
라인업서프 하도,제주특별자치도 제주시 구좌읍 하도13길 55,제주특별자치도 제주시 구좌읍 하도리 880-12
러블리독스,제주특별자치도 제주시 연북로 668,제주특별자치도 제주시 이도이동 122-1
런닝맨,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629
레더한,제주특별자치도 서귀포시 남원읍 태위로 773-19,제주특별자치도 서귀포시 남원읍 태흥리 1760-13
레이저서바이벌M,제주특별자치도 제주시 신광로 58 4층,제주특별자치도 제주시 연동 262-8
렛츠런파크,제주특별자치도 제주시 애월읍 평화로 2144,제주특별자치도 제주시 애월읍 유수암리 1206
렛츠런팜 양귀비꽃,제주특별자치도 제주시 조천읍 남조로 1660,제주특별자치도 제주시 조천읍 교래리 산25-2
렛츠런팜제주,제주특별자치도 제주시 조천읍 남조로 1660,제주특별자치도 제주시 조천읍 교래리 산25-2
로로 요가,제주특별자치도 제주시 구좌읍 김녕로17길 33-1 (김녕리),제주특별자치도 제주시 구좌읍 김녕리 1267-1
로봇플래닛,제주특별자치도 서귀포시 안덕면 신화역사로188번길 151,제주특별자치도 서귀포시 안덕면 서광리 산35-22
롯데호텔 브이스파,"제주특별자치도 서귀포시 중문관광로72번길 35, lobby floor 8F",제주특별자치도 서귀포시 색달동 2812-4
루씨쏜 아뜰리에,제주특별자치도 서귀포시 보목로64번길 138 (보목동) 보목로 64번길 138 1층,제주특별자치도 서귀포시 보목동 1405-1
리틀프린스뮤지엄,제주특별자치도 서귀포시 중문관광로110번길 15 리틀프린스뮤지엄,제주특별자치도 서귀포시 색달동 2864-36
마라도 섬투어,제주특별자치도 서귀포시 대정읍 마라로 65,제주특별자치도 서귀포시 대정읍 가파리 701
마라도(마라해양도립공원),제주특별자치도 서귀포시 대정읍 마라로101번길 46,제주특별자치도 서귀포시 대정읍 가파리 600-1
마라도관광쉼터,제주특별자치도 서귀포시 대정읍 마라로 139,제주특별자치도 서귀포시 대정읍 가파리 736
마라도기원정사,제주특별자치도 서귀포시 대정읍 마라로 87,제주특별자치도 서귀포시 대정읍 가파리 736
마라도등대,제주특별자치도 서귀포시 대정읍 가파리 642,제주특별자치도 서귀포시 대정읍 가파리 642
마라도성당,제주특별자치도 서귀포시 대정읍 마라로 153,제주특별자치도 서귀포시 대정읍 가파리 662
마라도잠수함,제주특별자치도 서귀포시 안덕면 형제해안로 13,제주특별자치도 서귀포시 안덕면 사계리 2147-32
마방목지,제주특별자치도 제주시 516로 2480,제주특별자치도 제주시 용강동 산14-34
마복이오름,제주특별자치도 서귀포시 안덕면 상천리 산 83,제주특별자치도 서귀포시 안덕면 상천리 산 83
마오름(한경),제주특별자치도 제주시 한경면 저지리 산 56,제주특별자치도 제주시 한경면 저지리 산 56
마원,제주특별자치도 제주시 조천읍 선흘남4길 264-17,제주특별자치도 제주시 조천읍 선흘리 2107-2
마흐니 숲길,제주특별자치도 서귀포시 남원읍 남조로 973,제주특별자치도 서귀포시 남원읍 수망리 산182-4
막숙,제주특별자치도 서귀포시 막숙포로37번길 2,제주특별자치도 서귀포시 법환동 287-3
만벵듸 공동장지,제주특별자치도 제주시 한림읍 갯거리오름길 114,제주특별자치도 제주시 한림읍 금악리 2754
만장굴,제주특별자치도 제주시 구좌읍 만장굴길 182,제주특별자치도 제주시 구좌읍 월정리 산41-15
맛있는 철학자(태반의땅제주),제주특별자치도 서귀포시 토평로50번길 31,제주특별자치도 서귀포시 토평동 1276-1
망장포,제주특별자치도 서귀포시 남원읍 하례망장포로 65-13,제주특별자치도 서귀포시 남원읍 하례리 64-10
매오름,제주특별자치도 서귀포시 표선면 표선리 산 2,제주특별자치도 서귀포시 표선면 표선리 산 2
맬튼개 갯담,제주특별자치도 제주시 구좌읍 구좌로 142,제주특별자치도 제주시 구좌읍 하도리 3314-2
머체왓숲길,제주특별자치도 서귀포시 남원읍 서성로 755,제주특별자치도 서귀포시 남원읍 한남리 1622-3
멍더랜드,제주특별자치도 제주시 월광로 147,제주특별자치도 제주시 노형동 2734
멍멍플레이스,제주특별자치도 제주시 애월읍 소길남길 244-5,제주특별자치도 제주시 애월읍 소길리 952-2
메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47,제주특별자치도 제주시 구좌읍 평대리 3322
명월성지,제주특별자치도 제주시 한림읍 명월리 2236,제주특별자치도 제주시 한림읍 명월리 2236
명월팽나무군락,제주특별자치도 제주시 한림읍 명월로 71,제주특별자치도 제주시 한림읍 명월리 1767-1
모구리오름,제주특별자치도 서귀포시 성산읍 서성일로 260,제주특별자치도 서귀포시 성산읍 난산리 2971
모라이,제주특별자치도 서귀포시 산록남로 (색달동),제주특별자치도 서귀포시 색달동
모비딕다이브,제주특별자치도 서귀포시 남성중로121번길 12,제주특별자치도 서귀포시 서홍동 743-5
모슬봉 (모슬개오름),제주특별자치도 서귀포시 대정읍 상모리 3540-2,제주특별자치도 서귀포시 대정읍 상모리 3540-2
모슬포항,제주특별자치도 서귀포시 대정읍 신영로36번길 48,제주특별자치도 서귀포시 대정읍 하모리 1089-35
모지오름,제주특별자치도 서귀포시 표선면 성읍리 산 22,제주특별자치도 서귀포시 표선면 성읍리 산 22
모진이몽돌해변,제주특별자치도 제주시 추자면 신양리 56,제주특별자치도 제주시 추자면 신양리 56
목시물굴,제주특별자치도 제주시 조천읍 선흘리 산26번지 일대,제주특별자치도 제주시 조천읍 선흘리 산26번지 일대
목장카페 드르쿰다,제주특별자치도 서귀포시 표선면 번영로 2454,제주특별자치도 서귀포시 표선면 성읍리 2873
목장카페 밭디,제주특별자치도 서귀포시 표선면 번영로 2486,제주특별자치도 서귀포시 표선면 성읍리 2867
묘산봉 (괴살메),제주특별자치도 제주시 구좌읍 김녕리 2723,제주특별자치도 제주시 구좌읍 김녕리 2723
무등이왓터,제주특별자치도 서귀포시 안덕면 신화역사로586번길 21-7,제주특별자치도 서귀포시 안덕면 동광리 233-1
무릉곶자왈,제주특별자치도 서귀포시 대정읍 무릉리 산 1,제주특별자치도 서귀포시 대정읍 연명로 244-35
무릉도원마을,제주특별자치도 서귀포시 대정읍 중산간서로 2868,제주특별자치도 서귀포시 대정읍 무릉리 630-4
무릉자전거도로(환상자전거길 3구간),제주특별자치도 제주시 구좌읍 구좌해안로 237,제주특별자치도 제주시 구좌읍 김녕리 4330
무민랜드,제주특별자치도 서귀포시 안덕면 병악로 420,제주특별자치도 서귀포시 안덕면 상천리 470-6
무비랜드왁스뮤지엄,제주특별자치도 서귀포시 중문관광로 205,제주특별자치도 서귀포시 중문동 2565
무수천,제주특별자치도 제주시 애월읍 무수천길,제주특별자치도 제주시 애월읍 무수천길
묵리마을,제주특별자치도 제주시 추자면 묵리,제주특별자치도 제주시 추자면 묵리
묵리처녀당,제주특별자치도 제주시 추자면 묵리 229-1,제주특별자치도 제주시 추자면 묵리 229-1
묵리해안쉼터,제주특별자치도 제주시 추자면 추자로 376-6,제주특별자치도 제주시 추자면 묵리 731-4
묵리해안포구,제주특별자치도 제주시 추자면 추자로 365-1,제주특별자치도 제주시 추자면 묵리 701-5
문도지오름 (문돗지),제주특별자치도 제주시 한림읍 금악리 3444,제주특별자치도 제주시 한림읍 금악리 3444
문서프,제주특별자치도 제주시 애월읍 곽지7길 1,제주특별자치도 제주시 애월읍 곽지리 1635
문석이오름 [출입제한 - 자연휴식년제 적용 중],제주특별자치도 제주시 구좌읍 송당리,제주특별자치도 제주시 구좌읍 송당리
문섬(서귀포해양도립공원),제주특별자치도 서귀포시 칠십리로,제주특별자치도 서귀포시 서홍동 707
문화공간 양,제주특별자치도 제주시 거로남6길 13,제주특별자치도 제주시 화북이동 3486-1
문화빳데리 충전소,제주특별자치도 서귀포시 중정로 76,제주특별자치도 서귀포시 서귀동 405-3
문화예술마을 저지리 농어촌체험마을,제주특별자치도 제주시 한경면 중산간서로 3675,제주특별자치도 제주시 한경면 저지리 1863-1
"물메(물미, 수산봉)",제주특별자치도 제주시 애월읍 수산리 산 1-1,제주특별자치도 제주시 애월읍 수산리 산 1-1
물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51,제주특별자치도 제주시 애월읍 수산리 357-1
물영아리오름,제주특별자치도 서귀포시 남원읍 남조로 988-11,제주특별자치도 서귀포시 남원읍 수망리 산182-2
